Año,Meses,Departamento,Provincia,Distrito,Conglomerado,Estratos,Dominio geográfico,Prom. Cantidad de visitas,Prom. Duracion_Min,TEM,OC01_1,OC06_1,OC07_1,OC08_1,Cant. Vivienda,N_HOGAR,TNR
2022,ene,Amazonas,Bagua,Aramango,0009,Bajo,Selva,1.80,15.4,30,100,0,0,30,10,10,0
2022,ene,Amazonas,Luya,Ocalli,0048,Rural,Selva,1.00,16.0,0,100,0,0,0,15,15,0
2022,ene,Amazonas,Utcubamba,Bagua Grande,3261,Medio Bajo,Selva,1.20,19.9,20,100,0,0,20,10,10,0
2022,ene,Amazonas,Utcubamba,El Milagro,3266,Rural,Selva,1.00,19.3,0,100,0,0,0,15,15,0
2022,ene,Ancash,Huari,Chavin De Huantar,3286,Bajo,Sierra Centro,1.00,26.9,0,100,0,0,0,10,10,0
2022,ene,Ancash,Huaylas,Mato,0098,Rural,Sierra Centro,1.00,23.9,0,100,0,0,0,15,15,0
2022,ene,Ancash,Santa,Chimbote,0061,Bajo,Costa Centro,1.20,29.1,10,100,0,0,0,10,10,0
2022,ene,Ancash,Santa,Chimbote,0072,Medio Bajo,Costa Centro,1.10,13.9,10,100,0,0,10,10,10,0
2022,ene,Ancash,Santa,Moro,0096,Rural,Costa Centro,1.00,22.6,0,100,0,0,0,15,15,0
2022,ene,Ancash,Santa,Nuevo Chimbote,0077,Medio,Costa Centro,1.00,16.9,0,100,0,0,0,10,10,0
2022,ene,Ancash,Santa,Nuevo Chimbote,3283,Bajo,Costa Centro,1.90,14.0,10,100,0,0,0,10,10,0
2022,ene,Apurímac,Andahuaylas,Andahuaylas,3297,Medio Bajo,Sierra Sur,1.00,16.1,0,100,0,0,0,10,10,0
2022,ene,Apurímac,Andahuaylas,Talavera,0125,Bajo,Sierra Sur,1.10,20.0,10,100,0,0,10,10,10,0
2022,ene,Apurímac,Andahuaylas,Talavera,0147,Rural,Sierra Sur,1.00,19.5,0,100,0,0,0,15,15,0
2022,ene,Apurímac,Aymaraes,Chalhuanca,0134,Medio,Sierra Sur,1.00,16.3,0,100,0,0,0,10,10,0
2022,ene,Apurímac,Aymaraes,Tintay,3307,Rural,Sierra Sur,1.13,22.6,6.666666666666667,100,0,0,0,15,15,0
2022,ene,Apurímac,Grau,Huayllati,3309,Rural,Sierra Sur,1.33,22.5,6.666666666666667,100,0,0,6.666666666666667,15,15,0
2022,ene,Arequipa,Arequipa,Cerro Colorado,3325,Bajo,Sierra Sur,1.00,22.4,0,100,0,0,0,10,10,0
2022,ene,Arequipa,Arequipa,Jacobo Hunter,3322,Medio Bajo,Sierra Sur,1.00,17.7,0,100,0,0,0,11,13,0
2022,ene,Arequipa,Arequipa,Miraflores,0184,Medio Bajo,Sierra Sur,1.00,18.9,0,100,0,0,0,10,10,0
2022,ene,Arequipa,Arequipa,Paucarpata,0189,Medio,Sierra Sur,1.20,21.0,0,100,0,0,0,10,10,0
2022,ene,Arequipa,Camana,Samuel Pastor,3326,Bajo,Costa Sur,1.00,19.7,0,100,0,0,0,10,10,0
2022,ene,Arequipa,Caraveli,Caraveli,0213,Bajo,Costa Sur,1.30,24.2,10,100,0,0,0,10,10,0
2022,ene,Ayacucho,Huamanga,Acocro,0279,Rural,Sierra Centro,1.00,20.5,0,100,0,0,0,15,15,0
2022,ene,Ayacucho,Huamanga,Ayacucho,3333,Medio Bajo,Sierra Centro,1.00,18.3,0,100,0,0,0,10,10,0
2022,ene,Ayacucho,Huamanga,San Juan Bautista,3335,Medio Alto,Sierra Centro,1.17,21.2,0,100,0,0,0,12,18,0
2022,ene,Ayacucho,Huanta,Canayre,0270,Rural,Selva,1.00,17.9,0,100,0,0,0,15,15,0
2022,ene,Ayacucho,Huanta,Huanta,0253,Medio,Sierra Centro,1.00,22.7,0,100,0,0,0,10,10,0
2022,ene,Ayacucho,La Mar,Santa Rosa,0269,Bajo,Selva,1.40,25.0,10,100,0,0,10,10,10,0
2022,ene,Ayacucho,Lucanas,San Pedro,3351,Rural,Sierra Centro,1.07,21.6,6.666666666666667,100,0,0,6.666666666666667,15,15,0
2022,ene,Cajamarca,Cajabamba,Cajabamba,0350,Rural,Sierra Norte,1.00,23.4,6.666666666666667,100,0,0,0,15,15,0
2022,ene,Cajamarca,Cajabamba,Condebamba,3370,Rural,Sierra Norte,1.00,17.3,0,100,0,0,0,15,15,0
2022,ene,Cajamarca,Cajamarca,Los Baños Del Inca,0297,Bajo,Sierra Norte,1.00,16.6,0,100,0,0,0,10,10,0
2022,ene,Cajamarca,San Miguel,Calquis,0337,Rural,Sierra Norte,1.00,21.5,0,100,0,0,0,15,15,0
2022,ene,Cusco,Cusco,San Sebastian,3398,Medio,Sierra Sur,1.00,15.0,0,100,0,0,0,10,10,0
2022,ene,Cusco,Cusco,Santiago,3394,Medio Bajo,Sierra Sur,1.30,16.4,30,100,0,0,30,10,10,0
2022,ene,Cusco,La Convencion,Pichari,0437,Bajo,Selva,1.40,22.6,20,100,0,0,10,10,10,0
2022,ene,Cusco,La Convencion,Quellouno,3404,Rural,Selva,1.00,20.3,0,100,0,0,0,15,15,0
2022,ene,Cusco,Quispicanchi,Quiquijana,0458,Rural,Sierra Sur,1.07,20.9,6.666666666666667,100,0,0,0,15,15,0
2022,ene,Huancavelica,Huancavelica,Acoria,0503,Rural,Sierra Centro,1.00,29.3,6.666666666666667,100,0,0,6.666666666666667,15,15,0
2022,ene,Huancavelica,Huancavelica,Huancavelica,0471,Medio Bajo,Sierra Centro,1.00,19.3,10,100,0,0,0,10,10,0
2022,ene,Huancavelica,Huancavelica,Huancavelica,3414,Alto,Sierra Centro,1.00,12.4,10,100,0,0,10,10,10,0
2022,ene,Huánuco,Dos De Mayo,Chuquis,3441,Rural,Sierra Centro,1.00,20.1,0,100,0,0,0,15,15,0
2022,ene,Huánuco,Dos De Mayo,La Union,0543,Medio,Sierra Centro,1.70,15.4,20,100,0,0,20,10,10,0
2022,ene,Huánuco,Huanuco,Amarilis,3431,Medio Alto,Selva,1.90,17.0,10,100,0,0,10,10,10,0
2022,ene,Huánuco,Huanuco,Huanuco,0524,Bajo,Selva,1.00,28.5,0,100,0,0,0,10,10,0
2022,ene,Huánuco,Huanuco,Pillco Marca,0533,Medio Bajo,Selva,1.00,17.6,0,100,0,0,0,10,10,0
2022,ene,Huánuco,Leoncio Prado,Castillo Grande,3433,Medio,Selva,1.00,19.9,0,100,0,0,0,10,10,0
2022,ene,Ica,Chincha,Chincha Baja,0640,Rural,Costa Centro,1.13,14.3,6.666666666666667,100,0,0,6.666666666666667,15,15,0
2022,ene,Ica,Chincha,Grocio Prado,3456,Bajo,Costa Centro,1.08,21.4,0,100,0,0,0,12,18,0
2022,ene,Ica,Chincha,Pueblo Nuevo,0600,Medio,Costa Centro,1.10,14.6,10,100,0,0,0,10,10,0
2022,ene,Ica,Pisco,Pisco,0609,Medio,Costa Centro,1.00,18.6,0,100,0,0,0,10,10,0
2022,ene,Ica,Pisco,San Clemente,0633,Bajo,Costa Centro,1.00,23.6,0,100,0,0,0,10,10,0
2022,ene,Junín,Chanchamayo,Pichanaqui,3485,Rural,Selva,1.00,24.5,0,100,0,0,0,15,15,0
2022,ene,Junín,Huancayo,El Tambo,3470,Medio Alto,Sierra Centro,1.80,16.0,10,100,0,0,10,10,10,0
2022,ene,Junín,Huancayo,Huancayo,0651,Medio Bajo,Sierra Centro,1.00,19.6,0,100,0,0,0,10,10,0
2022,ene,Junín,Huancayo,Huancayo,3474,Medio,Sierra Centro,1.00,18.5,0,100,0,0,0,10,10,0
2022,ene,Junín,Huancayo,Sicaya,0679,Bajo,Sierra Centro,1.00,19.1,0,100,0,0,0,10,10,0
2022,ene,Junín,Satipo,Rio Negro,0695,Rural,Selva,1.13,14.6,6.666666666666667,100,0,0,6.666666666666667,15,15,0
2022,ene,Junín,Satipo,Satipo,3480,Bajo,Selva,1.50,15.7,20,100,0,0,20,10,10,0
2022,ene,La Libertad,Chepen,Chepen,0730,Medio Bajo,Costa Norte,1.55,19.0,20,100,0,0,0,11,13,0
2022,ene,La Libertad,Sanchez Carrion,Marcabal,3508,Rural,Sierra Norte,1.00,20.9,6.666666666666667,100,0,0,6.666666666666667,15,15,0
2022,ene,La Libertad,Trujillo,El Porvenir,0718,Bajo,Costa Norte,1.50,22.0,20,100,0,0,20,10,10,0
2022,ene,La Libertad,Trujillo,El Porvenir,0724,Medio,Costa Norte,1.00,15.2,0,100,0,0,0,10,10,0
2022,ene,La Libertad,Trujillo,Laredo,3501,Medio Alto,Costa Norte,1.00,18.1,0,100,0,0,0,10,10,0
2022,ene,La Libertad,Trujillo,Laredo,3503,Bajo,Costa Norte,1.00,16.9,0,100,0,0,0,10,10,0
2022,ene,La Libertad,Viru,Viru,0748,Bajo,Costa Norte,1.00,14.9,0,100,0,0,0,11,13,0
2022,ene,Lambayeque,Chiclayo,Chiclayo,0765,Medio Bajo,Costa Norte,1.00,22.8,0,100,0,0,0,10,10,0
2022,ene,Lambayeque,Chiclayo,Chiclayo,3512,Medio Bajo,Costa Norte,1.20,24.3,20,100,0,0,20,10,10,0
2022,ene,Lambayeque,Chiclayo,Jose Leonardo Ortiz,0772,Medio,Costa Norte,1.20,22.7,10,100,0,0,10,10,10,0
2022,ene,Lambayeque,Chiclayo,La Victoria,0783,Medio Bajo,Costa Norte,1.00,21.0,0,100,0,0,0,10,10,0
2022,ene,Lambayeque,Chiclayo,La Victoria,3516,Medio Alto,Costa Norte,1.00,20.2,0,100,0,0,0,10,10,0
2022,ene,Lambayeque,Chiclayo,Monsefu,0819,Rural,Costa Norte,1.00,22.9,0,100,0,0,0,16,18,0
2022,ene,Lambayeque,Lambayeque,Lambayeque,3520,Medio Alto,Costa Norte,1.00,20.5,0,100,0,0,0,10,10,0
2022,ene,Lima Metropolitana,Lima,Ate,0980,Bajo,Lima Metropolitana,1.20,19.7,10,100,0,0,10,10,10,0
2022,ene,Lima Metropolitana,Lima,Carabayllo,0820,Bajo,Lima Metropolitana,1.00,14.4,0,100,0,0,0,10,10,0
2022,ene,Lima Metropolitana,Lima,Carabayllo,0821,Medio Bajo,Lima Metropolitana,1.00,19.9,0,100,0,0,0,11,13,0
2022,ene,Lima Metropolitana,Lima,Lima,3555,Medio,Lima Metropolitana,1.10,14.1,0,100,0,0,0,10,10,0
2022,ene,Lima Metropolitana,Lima,Los Olivos,3535,Medio Alto,Lima Metropolitana,1.09,12.5,10,100,0,0,10,11,13,0
2022,ene,Lima Metropolitana,Lima,San Juan De Lurigancho,0872,Bajo,Lima Metropolitana,1.36,12.3,10,100,0,0,10,11,13,0
2022,ene,Lima Metropolitana,Lima,San Juan De Lurigancho,0873,Medio,Lima Metropolitana,1.20,13.2,10,100,0,0,10,10,10,0
2022,ene,Lima Metropolitana,Lima,San Juan De Lurigancho,0977,Bajo,Lima Metropolitana,1.00,14.7,0,100,0,0,0,10,10,0
2022,ene,Lima Metropolitana,Lima,San Martin De Porres,0826,Medio,Lima Metropolitana,1.30,12.0,20,100,0,0,20,10,10,0
2022,ene,Lima Metropolitana,Lima,San Martin De Porres,0828,Medio Bajo,Lima Metropolitana,1.20,23.0,10,100,0,0,0,10,10,0
2022,ene,Lima Metropolitana,Lima,Villa El Salvador,3567,Medio Bajo,Lima Metropolitana,1.10,12.4,10,100,0,0,10,10,10,0
2022,ene,Lima Metropolitana,Lima,Villa Maria Del Triunfo,0958,Medio,Lima Metropolitana,1.09,15.9,0,100,0,0,0,11,13,0
2022,ene,Loreto,Alto Amazonas,Yurimaguas,1077,Medio Bajo,Selva,1.00,22.0,0,100,0,0,0,10,10,0
2022,ene,Loreto,Alto Amazonas,Yurimaguas,1079,Medio Alto,Selva,1.00,20.8,0,100,0,0,0,11,13,0
2022,ene,Loreto,Loreto,Nauta,1084,Bajo,Selva,1.20,22.3,10,100,0,0,10,10,10,0
2022,ene,Loreto,Maynas,Alto Nanay,1092,Rural,Selva,1.07,23.9,6.666666666666667,100,0,0,6.666666666666667,15,15,0
2022,ene,Loreto,Maynas,Punchana,1046,Medio Bajo,Selva,1.00,25.2,0,100,0,0,0,10,10,0
2022,ene,Loreto,Maynas,San Juan Bautista,1065,Medio Alto,Selva,1.00,22.6,0,100,0,0,0,12,18,0
2022,ene,Loreto,Ucayali,Sarayacu,1100,Rural,Selva,1.00,32.8,0,100,0,0,0,15,15,0
2022,ene,Madre de Dios,Tambopata,Inambari,1138,Bajo,Selva,1.00,15.7,10,100,0,0,10,10,10,0
2022,ene,Madre de Dios,Tambopata,Tambopata,1115,Alto,Selva,1.00,17.5,0,100,0,0,0,10,10,0
2022,ene,Madre de Dios,Tambopata,Tambopata,1118,Medio,Selva,1.00,17.7,0,100,0,0,0,10,10,0
2022,ene,Madre de Dios,Tambopata,Tambopata,3633,Medio,Selva,1.00,11.8,0,100,0,0,0,10,10,0
2022,ene,Madre de Dios,Tambopata,Tambopata,3634,Medio Bajo,Selva,1.00,15.2,0,100,0,0,0,10,10,0
2022,ene,Moquegua,General Sanchez Cerro,Ichuña,3664,Rural,Sierra Sur,1.00,18.4,0,100,0,0,0,15,15,0
2022,ene,Moquegua,Ilo,Ilo,1209,Medio Bajo,Costa Sur,1.30,12.3,10,100,0,0,0,10,10,0
2022,ene,Moquegua,Ilo,Ilo,3655,Medio Bajo,Costa Sur,1.00,15.1,0,100,0,0,0,10,10,0
2022,ene,Moquegua,Mariscal Nieto,Moquegua,3647,Medio,Costa Sur,1.00,19.4,0,100,0,0,0,10,10,0
2022,ene,Moquegua,Mariscal Nieto,Torata,1217,Rural,Sierra Sur,1.07,15.0,0,100,0,0,0,15,15,0
2022,ene,Pasco,Daniel Alcides Carrion,Chacayan,3681,Rural,Sierra Centro,1.47,15.6,20,100,0,0,20,15,15,0
2022,ene,Pasco,Oxapampa,Constitución,1259,Bajo,Selva,1.00,26.8,0,100,0,0,0,10,10,0
2022,ene,Pasco,Oxapampa,Constitución,3679,Bajo,Selva,1.10,26.8,10,100,0,0,0,10,10,0
2022,ene,Pasco,Pasco,Paucartambo,1250,Medio Bajo,Sierra Centro,1.00,16.6,0,100,0,0,0,10,10,0
2022,ene,Pasco,Pasco,Paucartambo,3676,Medio Bajo,Sierra Centro,2.00,17.3,20,100,0,0,20,10,10,0
2022,ene,Piura,Ayabaca,Pacaipampa,1331,Rural,Sierra Norte,1.20,31.0,13.333333333333334,100,0,0,6.666666666666667,15,15,0
2022,ene,Piura,Huancabamba,El Carmen De La Frontera,3702,Rural,Sierra Norte,1.00,23.5,0,100,0,0,0,16,18,0
2022,ene,Piura,Piura,Piura,3686,Medio,Costa Norte,1.20,19.1,10,100,0,0,10,10,10,0
2022,ene,Piura,Piura,Veintiseis De Octubre,1288,Medio Bajo,Costa Norte,1.00,23.6,10,100,0,0,0,10,10,0
2022,ene,Piura,Piura,Veintiseis De Octubre,1291,Bajo,Costa Norte,1.30,21.8,10,100,0,0,10,10,10,0
2022,ene,Piura,Sullana,Querecotillo,1304,Medio,Costa Norte,1.17,56.8,0,100,0,0,0,12,18,0
2022,ene,Piura,Talara,Mancora,3692,Medio Alto,Costa Norte,1.00,22.1,0,100,0,0,0,10,10,0
2022,ene,Provincia Constitucional del Callao,Callao,Callao,0391,Medio Bajo,Lima Metropolitana,1.50,13.7,10,100,0,0,0,10,10,0
2022,ene,Provincia Constitucional del Callao,Callao,Callao,0399,Medio,Lima Metropolitana,1.40,13.6,20,100,0,0,20,10,10,0
2022,ene,Provincia Constitucional del Callao,Callao,Callao,3392,Medio Bajo,Lima Metropolitana,1.30,14.1,20,100,0,0,20,10,10,0
2022,ene,Provincia Constitucional del Callao,Callao,La Perla,3391,Alto,Lima Metropolitana,1.00,7.9,0,100,0,0,0,10,10,0
2022,ene,Provincia Constitucional del Callao,Callao,Mi Peru,3374,Medio,Lima Metropolitana,1.53,16.1,10,100,0,0,10,15,31,0
2022,ene,Provincia Constitucional del Callao,Callao,Ventanilla,0351,Bajo,Lima Metropolitana,1.00,14.2,0,100,0,0,0,10,10,0
2022,ene,Provincia Constitucional del Callao,Callao,Ventanilla,0368,Bajo,Lima Metropolitana,1.00,11.4,0,100,0,0,0,10,10,0
2022,ene,Provincia Constitucional del Callao,Callao,Ventanilla,0377,Bajo,Lima Metropolitana,1.20,14.2,10,100,0,0,10,10,10,0
2022,ene,Provincia de lima,Barranca,Barranca,3586,Medio Alto,Costa Centro,1.00,13.2,0,100,0,0,0,10,10,0
2022,ene,Provincia de lima,Cañete,Mala,3605,Rural,Costa Centro,1.00,15.2,0,100,0,0,0,15,15,0
2022,ene,Provincia de lima,Cañete,Nuevo Imperial,1022,Bajo,Costa Centro,1.00,17.2,0,100,0,0,0,10,10,0
2022,ene,Provincia de lima,Huaral,Chancay,1025,Bajo,Costa Centro,1.00,13.1,0,100,0,0,0,10,10,0
2022,ene,Provincia de lima,Huaral,Huaral,1033,Rural,Costa Centro,1.00,14.5,0,100,0,0,0,15,15,0
2022,ene,Provincia de lima,Huarochiri,San Mateo,3596,Bajo,Sierra Centro,1.00,14.6,0,100,0,0,0,10,10,0
2022,ene,Provincia de lima,Huarochiri,San Mateo De Otao,1037,Rural,Sierra Centro,1.00,13.5,6.666666666666667,100,0,0,6.666666666666667,15,15,0
2022,ene,Provincia de lima,Huaura,Hualmay,1004,Medio,Costa Centro,1.08,14.2,0,100,0,0,0,12,18,0
2022,ene,Puno,Puno,Puno,3705,Medio Bajo,Sierra Sur,1.00,21.8,0,100,0,0,0,10,10,0
2022,ene,Puno,San Roman,Juliaca,1356,Alto,Sierra Sur,1.00,20.6,0,100,0,0,0,10,10,0
2022,ene,Puno,San Roman,Juliaca,1372,Rural,Sierra Sur,1.00,21.9,0,100,0,0,0,15,15,0
2022,ene,Puno,Yunguyo,Yunguyo,1359,Bajo,Sierra Sur,1.00,23.1,0,100,0,0,0,10,10,0
2022,ene,San Martín,Mariscal Caceres,Juanjui,1413,Medio,Selva,1.18,16.7,10,100,0,0,10,11,13,0
2022,ene,San Martín,Picota,Shamboyacu,1440,Rural,Selva,1.00,22.4,13.333333333333334,100,0,0,6.666666666666667,15,15,0
2022,ene,San Martín,Rioja,Nueva Cajamarca,1402,Medio Bajo,Selva,1.30,18.3,10,100,0,0,10,10,10,0
2022,ene,San Martín,Rioja,Pardo Miguel,1401,Bajo,Selva,1.20,21.6,10,100,0,0,10,10,10,0
2022,ene,San Martín,Tocache,Tocache,1414,Medio,Selva,1.00,21.4,0,100,0,0,0,10,10,0
2022,ene,Tacna,Tacna,Alto De La Alianza,3739,Medio Bajo,Costa Sur,1.10,21.6,0,100,0,0,0,10,10,0
2022,ene,Tacna,Tacna,Coronel Gregorio Albarracin Lanchipa,1482,Bajo,Costa Sur,1.00,25.1,0,100,0,0,0,10,10,0
2022,ene,Tacna,Tacna,Coronel Gregorio Albarracin Lanchipa,3750,Bajo,Costa Sur,1.50,20.9,10,100,0,0,10,10,10,0
2022,ene,Tacna,Tacna,Coronel Gregorio Albarracin Lanchipa,3751,Bajo,Costa Sur,1.00,26.8,0,100,0,0,0,10,10,0
2022,ene,Tacna,Tacna,Pocollay,1451,Medio,Costa Sur,1.00,21.1,0,100,0,0,0,10,10,0
2022,ene,Tacna,Tacna,Tacna,1452,Medio Alto,Costa Sur,1.00,25.1,0,100,0,0,0,10,10,0
2022,ene,Tumbes,Contralmirante Villar,Canoas De Punta Sal,1564,Rural,Costa Norte,1.13,17.2,13.333333333333334,100,0,0,13.333333333333334,15,15,0
2022,ene,Tumbes,Contralmirante Villar,Zorritos,3768,Medio Alto,Costa Norte,1.10,14.9,10,100,0,0,10,10,10,0
2022,ene,Tumbes,Tumbes,San Jacinto,1559,Bajo,Costa Norte,1.00,15.9,0,100,0,0,0,10,10,0
2022,ene,Tumbes,Tumbes,San Juan De La Virgen,3773,Medio Bajo,Costa Norte,1.00,15.5,0,100,0,0,0,10,10,0
2022,ene,Tumbes,Tumbes,Tumbes,1508,Medio Bajo,Costa Norte,1.10,16.6,10,100,0,0,10,10,10,0
2022,ene,Tumbes,Tumbes,Tumbes,1516,Medio,Costa Norte,1.00,20.9,0,100,0,0,0,11,13,0
2022,ene,Tumbes,Tumbes,Tumbes,1522,Alto,Costa Norte,1.10,15.3,10,100,0,0,10,10,10,0
2022,ene,Tumbes,Tumbes,Tumbes,3761,Medio Alto,Costa Norte,1.00,13.4,0,100,0,0,0,10,10,0
2022,ene,Tumbes,Zarumilla,Zarumilla,1553,Medio Bajo,Costa Norte,1.10,15.9,10,100,0,0,10,10,10,0
2022,ene,Tumbes,Zarumilla,Zarumilla,1555,Medio,Costa Norte,1.09,15.2,10,100,0,0,10,11,13,0
2022,ene,Ucayali,Coronel Portillo,Calleria,1576,Medio Alto,Selva,1.00,25.5,0,100,0,0,0,11,13,0
2022,ene,Ucayali,Coronel Portillo,Calleria,1587,Medio Bajo,Selva,1.40,32.8,10,100,0,0,10,10,10,0
2022,ene,Ucayali,Coronel Portillo,Manantay,3791,Bajo,Selva,1.00,28.3,0,100,0,0,0,10,10,0
2022,ene,Ucayali,Coronel Portillo,Yarinacocha,1570,Medio,Selva,1.40,26.3,10,100,0,0,10,10,10,0
2022,ene,Ucayali,Coronel Portillo,Yarinacocha,1596,Bajo,Selva,1.18,26.0,10,100,0,0,10,11,13,0
2022,ene,Ucayali,Coronel Portillo,Yarinacocha,3780,Medio Bajo,Selva,1.00,31.6,0,100,0,0,0,10,10,0
2022,ene,Ucayali,Padre Abad,Padre Abad,1609,Medio Bajo,Selva,1.00,25.4,0,100,0,0,0,10,10,0
2022,feb,Amazonas,Bagua,Copallin,0010,Medio Bajo,Selva,1.00,15.5,0,100,0,0,0,10,10,0
2022,feb,Amazonas,Bagua,La Peca,0013,Bajo,Selva,1.08,18.8,0,100,0,0,0,12,18,0
2022,feb,Amazonas,Chachapoyas,Chachapoyas,0001,Medio,Sierra Norte,1.20,14.0,10,100,0,0,10,10,10,0
2022,feb,Amazonas,Utcubamba,Bagua Grande,0018,Medio,Selva,2.00,17.1,10,100,0,0,10,10,10,0
2022,feb,Amazonas,Utcubamba,El Milagro,0039,Rural,Selva,1.00,14.9,0,100,0,0,0,15,15,0
2022,feb,Ancash,Carlos Fermin Fitzcarrald,San Luis,3285,Bajo,Sierra Centro,1.00,21.5,0,100,0,0,0,10,10,0
2022,feb,Ancash,Huarmey,Huarmey,0093,Medio,Costa Centro,1.00,17.3,0,100,0,0,0,10,10,0
2022,feb,Ancash,Mariscal Luzuriaga,Lucma,0101,Rural,Sierra Centro,1.00,27.2,0,100,0,0,0,15,15,0
2022,feb,Ancash,Santa,Chimbote,0068,Bajo,Costa Centro,1.20,20.7,10,100,0,0,0,10,10,0
2022,feb,Ancash,Santa,Chimbote,0070,Medio Bajo,Costa Centro,1.00,14.8,0,100,0,0,0,11,13,0
2022,feb,Ancash,Santa,Chimbote,3276,Medio Alto,Costa Centro,1.10,15.6,10,100,0,0,10,10,10,0
2022,feb,Ancash,Santa,Nuevo Chimbote,0073,Medio,Costa Centro,1.00,13.1,0,100,0,0,0,10,10,0
2022,feb,Apurímac,Abancay,Pichirhua,3306,Rural,Sierra Sur,1.00,19.0,6.666666666666667,100,0,0,6.666666666666667,15,15,0
2022,feb,Apurímac,Andahuaylas,Andahuaylas,0132,Medio Bajo,Sierra Sur,1.00,16.4,0,100,0,0,0,10,10,0
2022,feb,Apurímac,Andahuaylas,Andahuaylas,3296,Medio Alto,Sierra Sur,1.60,19.7,10,100,0,0,10,10,10,0
2022,feb,Apurímac,Andahuaylas,Pampachiri,0153,Rural,Sierra Sur,1.47,19.1,13.333333333333334,100,0,0,0,15,15,0
2022,feb,Apurímac,Aymaraes,Chapimarca,3308,Rural,Sierra Sur,1.67,18.5,13.333333333333334,100,0,0,13.333333333333334,15,15,0
2022,feb,Arequipa,Arequipa,Arequipa,3313,Medio,Sierra Sur,1.00,20.2,0,100,0,0,0,10,10,0
2022,feb,Arequipa,Arequipa,Arequipa,3314,Alto,Sierra Sur,1.50,18.2,10,100,0,0,10,10,10,0
2022,feb,Arequipa,Arequipa,Cerro Colorado,0206,Bajo,Sierra Sur,1.00,20.9,0,100,0,0,0,10,10,0
2022,feb,Arequipa,Arequipa,Sachaca,0173,Medio Bajo,Sierra Sur,1.00,19.5,0,100,0,0,0,11,13,0
2022,feb,Arequipa,Arequipa,Tiabaya,0205,Bajo,Sierra Sur,1.00,24.1,0,100,0,0,0,10,10,0
2022,feb,Arequipa,Caraveli,Chala,0220,Bajo,Costa Sur,1.00,17.2,0,100,0,0,0,10,10,0
2022,feb,Arequipa,Castilla,Uraca,0222,Bajo,Costa Sur,1.00,19.2,0,100,0,0,0,10,10,0
2022,feb,Arequipa,Condesuyos,Yanaquihua,0226,Rural,Sierra Sur,1.60,20.4,6.666666666666667,100,0,0,6.666666666666667,15,15,0
2022,feb,Ayacucho,Huamanga,Acocro,0278,Rural,Sierra Centro,1.00,23.7,0,100,0,0,0,15,15,0
2022,feb,Ayacucho,Huamanga,Ayacucho,0237,Bajo,Sierra Centro,1.09,15.6,0,100,0,0,0,11,13,0
2022,feb,Ayacucho,Huamanga,Ayacucho,0240,Medio Alto,Sierra Centro,1.00,17.3,0,100,0,0,0,10,10,0
2022,feb,Ayacucho,Huamanga,Ayacucho,3332,Medio,Sierra Centro,1.00,22.2,0,100,0,0,0,10,10,0
2022,feb,Ayacucho,Huamanga,Carmen Alto,0247,Medio Bajo,Sierra Centro,1.00,22.4,0,100,0,0,0,10,10,0
2022,feb,Ayacucho,Huanta,Ayahuanco,3345,Rural,Sierra Centro,1.00,18.7,6.666666666666667,100,0,0,0,15,15,0
2022,feb,Ayacucho,Huanta,Huanta,0254,Bajo,Sierra Centro,1.00,15.0,0,100,0,0,0,10,10,0
2022,feb,Ayacucho,Huanta,Huanta,3339,Medio,Sierra Centro,1.00,16.8,0,100,0,0,0,10,10,0
2022,feb,Ayacucho,La Mar,Anchihuay,0294,Rural,Selva,1.07,17.2,6.666666666666667,100,0,0,0,15,15,0
2022,feb,Ayacucho,Lucanas,Sancos,3352,Rural,Sierra Centro,1.00,24.4,0,100,0,0,0,15,15,0
2022,feb,Cajamarca,Chota,Chota,0313,Medio Bajo,Sierra Norte,1.10,13.0,10,100,0,0,10,10,10,0
2022,feb,Cajamarca,Hualgayoc,Hualgayoc,0333,Rural,Sierra Norte,1.00,15.0,0,100,0,0,0,15,15,0
2022,feb,Cajamarca,Jaen,Santa Rosa,0323,Rural,Selva,1.07,16.9,6.666666666666667,100,0,0,6.666666666666667,15,15,0
2022,feb,Cajamarca,San Marcos,Jose Sabogal,0348,Rural,Sierra Norte,1.00,14.4,6.666666666666667,100,0,0,6.666666666666667,15,15,0
2022,feb,Cusco,Canchis,Sicuani,3402,Medio Bajo,Sierra Sur,1.20,20.4,10,100,0,0,0,10,10,0
2022,feb,Cusco,Cusco,Santiago,0425,Medio Bajo,Sierra Sur,1.00,20.9,0,100,0,0,0,10,10,0
2022,feb,Cusco,Cusco,Wanchaq,0423,Medio,Sierra Sur,1.30,15.9,10,100,0,0,10,10,10,0
2022,feb,Cusco,Paucartambo,Kosñipata,0456,Rural,Selva,1.33,16.3,13.333333333333334,100,0,0,0,15,15,0
2022,feb,Huancavelica,Angaraes,Anchonga,0509,Rural,Sierra Centro,1.33,25.4,13.333333333333334,100,0,0,6.666666666666667,15,15,0
2022,feb,Huancavelica,Angaraes,Lircay,3415,Medio,Sierra Centro,1.00,14.4,0,100,0,0,0,10,10,0
2022,feb,Huancavelica,Tayacaja,Colcabamba,0491,Rural,Sierra Centro,1.07,21.6,13.333333333333334,100,0,0,6.666666666666667,15,15,0
2022,feb,Huánuco,Ambo,Conchamarca,0570,Rural,Sierra Centro,1.50,17.8,26.666666666666668,100,0,0,13.333333333333334,16,18,0
